respondent_id,h1n1_vaccine,seasonal_vaccine
31336,0.1,0.1
31337,0.1,0.1
31338,0.0,0.0
31339,0.1,0.1
31340,0.0,0.0
31341,0.1,0.1
31342,0.1,0.1
31343,0.1,0.1
31344,0.7,0.7
31345,0.5,0.5
31346,0.1,0.1
31347,0.2,0.2
31348,0.5,0.5
31349,0.0,0.0
31350,0.4,0.4
31351,0.0,0.0
31352,0.0,0.0
31353,0.0,0.0
31354,0.1,0.1
31355,0.1,0.1
31356,0.2,0.2
31357,0.4,0.4
31358,0.0,0.0
31359,0.0,0.0
31360,0.1,0.1
31361,0.2,0.2
31362,0.0,0.0
31363,0.7,0.7
31364,0.2,0.2
31365,0.5,0.5
31366,0.1,0.1
31367,0.1,0.1
31368,0.1,0.1
31369,0.5,0.5
31370,0.1,0.1
31371,0.0,0.0
31372,1.0,1.0
31373,0.0,0.0
31374,0.1,0.1
31375,0.2,0.2
31376,0.1,0.1
31377,0.9,0.9
31378,0.2,0.2
31379,0.9,0.9
31380,0.6,0.6
31381,0.2,0.2
31382,0.2,0.2
31383,1.1,1.1
31384,0.9,0.9
31385,0.3,0.3
31386,0.1,0.1
31387,0.3,0.3
31388,0.6,0.6
31389,0.0,0.0
31390,0.0,0.0
31391,0.9,0.9
31392,0.4,0.4
31393,0.1,0.1
31394,0.2,0.2
31395,0.0,0.0
31396,0.5,0.5
31397,0.1,0.1
31398,0.3,0.3
31399,0.8,0.8
31400,1.1,1.1
31401,0.0,0.0
31402,0.4,0.4
31403,0.2,0.2
31404,0.0,0.0
31405,0.0,0.0
31406,0.1,0.1
31407,0.6,0.6
31408,0.1,0.1
31409,0.0,0.0
31410,0.2,0.2
31411,0.2,0.2
31412,0.3,0.3
31413,0.2,0.2
31414,0.1,0.1
31415,0.0,0.0
31416,0.1,0.1
31417,0.5,0.5
31418,0.0,0.0
31419,0.8,0.8
31420,0.0,0.0
31421,0.1,0.1
31422,0.1,0.1
31423,0.8,0.8
31424,0.1,0.1
31425,0.2,0.2
31426,0.3,0.3
31427,0.1,0.1
31428,0.1,0.1
31429,0.2,0.2
31430,0.2,0.2
31431,0.1,0.1
31432,0.0,0.0
31433,0.8,0.8
31434,0.5,0.5
31435,0.0,0.0
31436,0.2,0.2
31437,0.4,0.4
31438,0.3,0.3
31439,0.7,0.7
31440,0.1,0.1
31441,0.5,0.5
31442,0.9,0.9
31443,0.0,0.0
31444,0.0,0.0
31445,0.1,0.1
31446,0.6,0.6
31447,0.2,0.2
31448,1.1,1.1
31449,0.1,0.1
31450,0.2,0.2
31451,0.3,0.3
31452,0.2,0.2
31453,0.1,0.1
31454,0.8,0.8
31455,0.2,0.2
31456,0.1,0.1
31457,0.2,0.2
31458,0.3,0.3
31459,0.0,0.0
31460,0.1,0.1
31461,0.0,0.0
31462,0.0,0.0
31463,0.0,0.0
31464,0.0,0.0
31465,0.8,0.8
31466,0.0,0.0
31467,0.6,0.6
31468,0.3,0.3
31469,0.5,0.5
31470,0.0,0.0
31471,0.1,0.1
31472,0.5,0.5
31473,0.8,0.8
31474,0.5,0.5
31475,0.6,0.6
31476,0.0,0.0
31477,0.0,0.0
31478,0.0,0.0
31479,0.6,0.6
31480,0.0,0.0
31481,0.2,0.2
31482,0.4,0.4
31483,0.2,0.2
31484,0.0,0.0
31485,0.0,0.0
31486,0.1,0.1
31487,0.7,0.7
31488,0.0,0.0
31489,0.6,0.6
31490,0.7,0.7
31491,0.2,0.2
31492,0.1,0.1
31493,0.0,0.0
31494,0.1,0.1
31495,0.1,0.1
31496,0.3,0.3
31497,0.0,0.0
31498,0.1,0.1
31499,0.1,0.1
31500,0.9,0.9
31501,0.0,0.0
31502,0.0,0.0
31503,0.1,0.1
31504,0.5,0.5
31505,0.8,0.8
31506,0.3,0.3
31507,0.2,0.2
31508,0.4,0.4
31509,0.1,0.1
31510,0.1,0.1
31511,0.1,0.1
31512,0.1,0.1
31513,0.3,0.3
31514,0.7,0.7
31515,0.2,0.2
31516,0.0,0.0
31517,0.2,0.2
31518,0.0,0.0
31519,0.0,0.0
31520,0.0,0.0
31521,0.1,0.1
31522,0.8,0.8
31523,0.1,0.1
31524,0.1,0.1
31525,0.6,0.6
31526,0.4,0.4
31527,0.0,0.0
31528,0.1,0.1
31529,0.3,0.3
31530,0.0,0.0
31531,0.3,0.3
31532,0.0,0.0
31533,1.2,1.2
31534,0.1,0.1
31535,0.5,0.5
31536,0.2,0.2
31537,0.0,0.0
31538,0.0,0.0
31539,0.8,0.8
31540,0.1,0.1
31541,0.0,0.0
31542,0.2,0.2
31543,0.2,0.2
31544,0.5,0.5
31545,0.0,0.0
31546,0.1,0.1
31547,0.9,0.9
31548,0.3,0.3
31549,0.1,0.1
31550,0.1,0.1
31551,0.7,0.7
31552,0.0,0.0
31553,0.2,0.2
31554,0.1,0.1
31555,0.5,0.5
31556,0.2,0.2
31557,0.0,0.0
31558,0.1,0.1
31559,0.4,0.4
31560,0.7,0.7
31561,0.1,0.1
31562,0.0,0.0
31563,0.0,0.0
31564,0.2,0.2
31565,0.3,0.3
31566,0.3,0.3
31567,0.1,0.1
31568,0.1,0.1
31569,0.0,0.0
31570,0.6,0.6
31571,0.1,0.1
31572,0.1,0.1
31573,0.2,0.2
31574,0.3,0.3
31575,0.3,0.3
31576,0.2,0.2
31577,0.1,0.1
31578,0.3,0.3
31579,0.1,0.1
31580,0.2,0.2
31581,0.6,0.6
31582,0.2,0.2
31583,0.1,0.1
31584,0.1,0.1
31585,0.1,0.1
31586,0.0,0.0
31587,0.1,0.1
31588,0.2,0.2
31589,0.1,0.1
31590,0.4,0.4
31591,0.0,0.0
31592,0.2,0.2
31593,0.1,0.1
31594,0.1,0.1
31595,0.1,0.1
31596,0.4,0.4
31597,0.0,0.0
31598,0.5,0.5
31599,0.4,0.4
31600,0.3,0.3
31601,0.1,0.1
31602,0.1,0.1
31603,0.1,0.1
31604,0.0,0.0
31605,0.1,0.1
31606,0.0,0.0
31607,0.3,0.3
31608,0.2,0.2
31609,0.1,0.1
31610,0.1,0.1
31611,0.1,0.1
31612,0.4,0.4
31613,0.0,0.0
31614,0.0,0.0
31615,0.2,0.2
31616,0.1,0.1
31617,0.4,0.4
31618,0.3,0.3
31619,0.2,0.2
31620,0.0,0.0
31621,0.0,0.0
31622,0.8,0.8
31623,0.0,0.0
31624,0.0,0.0
31625,0.2,0.2
31626,0.3,0.3
31627,0.1,0.1
31628,0.1,0.1
31629,0.4,0.4
31630,0.1,0.1
31631,0.1,0.1
31632,0.5,0.5
31633,0.1,0.1
31634,0.1,0.1
31635,0.3,0.3
31636,0.6,0.6
31637,0.0,0.0
31638,0.4,0.4
31639,0.7,0.7
31640,0.0,0.0
31641,0.9,0.9
31642,0.3,0.3
31643,0.3,0.3
31644,0.2,0.2
31645,0.0,0.0
31646,0.0,0.0
31647,0.4,0.4
31648,0.2,0.2
31649,0.3,0.3
31650,0.3,0.3
31651,0.5,0.5
31652,1.0,1.0
31653,0.0,0.0
31654,0.0,0.0
31655,0.1,0.1
31656,0.2,0.2
31657,0.1,0.1
31658,0.1,0.1
31659,0.0,0.0
31660,0.9,0.9
31661,0.4,0.4
31662,0.2,0.2
31663,0.8,0.8
31664,0.6,0.6
31665,0.0,0.0
31666,0.2,0.2
31667,0.2,0.2
31668,0.1,0.1
31669,0.1,0.1
31670,0.5,0.5
31671,0.1,0.1
31672,0.1,0.1
31673,0.2,0.2
31674,0.3,0.3
31675,0.6,0.6
31676,0.0,0.0
31677,0.1,0.1
31678,0.9,0.9
31679,0.4,0.4
31680,0.0,0.0
31681,0.0,0.0
31682,0.0,0.0
31683,0.0,0.0
31684,0.0,0.0
31685,0.3,0.3
31686,0.2,0.2
31687,0.0,0.0
31688,0.0,0.0
31689,0.1,0.1
31690,0.1,0.1
31691,0.1,0.1
31692,0.0,0.0
31693,0.0,0.0
31694,0.2,0.2
31695,0.5,0.5
31696,0.2,0.2
31697,0.5,0.5
31698,0.2,0.2
31699,0.3,0.3
31700,0.1,0.1
31701,0.3,0.3
31702,0.0,0.0
31703,0.0,0.0
31704,0.8,0.8
31705,0.4,0.4
31706,0.3,0.3
31707,0.4,0.4
31708,0.3,0.3
31709,0.9,0.9
31710,0.2,0.2
31711,0.2,0.2
31712,0.2,0.2
31713,0.0,0.0
31714,0.0,0.0
31715,0.6,0.6
31716,0.0,0.0
31717,0.2,0.2
31718,0.1,0.1
31719,0.1,0.1
31720,0.1,0.1
31721,0.0,0.0
31722,0.2,0.2
31723,0.3,0.3
31724,0.3,0.3
31725,0.0,0.0
31726,0.0,0.0
31727,0.2,0.2
31728,0.1,0.1
31729,0.4,0.4
31730,0.6,0.6
31731,0.0,0.0
31732,0.3,0.3
31733,0.3,0.3
31734,0.1,0.1
31735,0.1,0.1
31736,0.0,0.0
31737,0.3,0.3
31738,0.2,0.2
31739,0.1,0.1
31740,0.2,0.2
31741,0.1,0.1
31742,0.2,0.2
31743,0.1,0.1
31744,0.3,0.3
31745,0.1,0.1
31746,0.1,0.1
31747,0.1,0.1
31748,0.0,0.0
31749,0.1,0.1
31750,0.1,0.1
31751,0.0,0.0
31752,0.0,0.0
31753,0.1,0.1
31754,0.2,0.2
31755,0.0,0.0
31756,0.5,0.5
31757,0.5,0.5
31758,1.0,1.0
31759,0.1,0.1
31760,0.0,0.0
31761,0.1,0.1
31762,0.1,0.1
31763,0.8,0.8
31764,0.1,0.1
31765,0.4,0.4
31766,0.3,0.3
31767,0.3,0.3
31768,0.0,0.0
31769,0.1,0.1
31770,0.2,0.2
31771,0.4,0.4
31772,0.1,0.1
31773,0.0,0.0
31774,0.0,0.0
31775,0.3,0.3
31776,0.5,0.5
31777,0.1,0.1
31778,0.0,0.0
31779,0.0,0.0
31780,0.0,0.0
31781,0.0,0.0
31782,0.1,0.1
31783,0.4,0.4
31784,0.0,0.0
31785,0.2,0.2
31786,0.0,0.0
31787,0.1,0.1
31788,0.1,0.1
31789,0.0,0.0
31790,0.1,0.1
31791,0.0,0.0
31792,0.1,0.1
31793,0.1,0.1
31794,0.1,0.1
31795,0.1,0.1
31796,0.2,0.2
31797,0.3,0.3
31798,0.2,0.2
31799,0.0,0.0
31800,0.3,0.3
31801,0.7,0.7
31802,0.6,0.6
31803,0.2,0.2
31804,0.1,0.1
31805,0.2,0.2
31806,0.2,0.2
31807,0.4,0.4
31808,0.0,0.0
31809,0.3,0.3
31810,0.0,0.0
31811,0.7,0.7
31812,0.3,0.3
31813,0.2,0.2
31814,0.3,0.3
31815,0.3,0.3
31816,0.1,0.1
31817,0.1,0.1
31818,0.8,0.8
31819,0.0,0.0
31820,0.2,0.2
31821,0.1,0.1
31822,0.5,0.5
31823,0.3,0.3
31824,0.4,0.4
31825,0.3,0.3
31826,0.2,0.2
31827,0.5,0.5
31828,0.3,0.3
31829,0.0,0.0
31830,0.3,0.3
31831,0.1,0.1
31832,0.2,0.2
31833,0.0,0.0
31834,0.2,0.2
31835,0.0,0.0
31836,0.0,0.0
31837,0.8,0.8
31838,0.4,0.4
31839,0.1,0.1
31840,0.1,0.1
31841,0.1,0.1
31842,0.1,0.1
31843,0.7,0.7
31844,0.1,0.1
31845,0.6,0.6
31846,0.4,0.4
31847,0.0,0.0
31848,0.0,0.0
31849,0.0,0.0
31850,0.0,0.0
31851,0.1,0.1
31852,0.2,0.2
31853,0.8,0.8
31854,0.6,0.6
31855,0.9,0.9
31856,0.1,0.1
31857,0.2,0.2
31858,0.2,0.2
31859,0.3,0.3
31860,0.3,0.3
31861,0.1,0.1
31862,0.0,0.0
31863,0.4,0.4
31864,0.1,0.1
31865,0.1,0.1
31866,0.1,0.1
31867,0.0,0.0
31868,0.0,0.0
31869,0.0,0.0
31870,0.0,0.0
31871,0.7,0.7
31872,0.1,0.1
31873,0.1,0.1
31874,0.1,0.1
31875,0.3,0.3
31876,0.0,0.0
31877,0.0,0.0
31878,0.0,0.0
31879,0.1,0.1
31880,0.0,0.0
31881,0.4,0.4
31882,0.0,0.0
31883,0.3,0.3
31884,0.0,0.0
31885,0.4,0.4
31886,0.1,0.1
31887,0.1,0.1
31888,0.0,0.0
31889,0.1,0.1
31890,0.2,0.2
31891,0.0,0.0
31892,0.5,0.5
31893,0.1,0.1
31894,0.3,0.3
31895,0.1,0.1
31896,0.2,0.2
31897,0.3,0.3
31898,0.1,0.1
31899,0.8,0.8
31900,0.6,0.6
31901,0.2,0.2
31902,0.1,0.1
31903,0.5,0.5
31904,0.1,0.1
31905,0.1,0.1
31906,0.0,0.0
31907,0.0,0.0
31908,0.0,0.0
31909,0.1,0.1
31910,0.0,0.0
31911,0.1,0.1
31912,0.1,0.1
31913,0.0,0.0
31914,0.1,0.1
31915,0.3,0.3
31916,0.1,0.1
31917,0.3,0.3
31918,0.2,0.2
31919,0.5,0.5
31920,0.0,0.0
31921,0.0,0.0
31922,0.0,0.0
31923,0.0,0.0
31924,0.2,0.2
31925,0.0,0.0
31926,0.0,0.0
31927,0.1,0.1
31928,0.4,0.4
31929,0.0,0.0
31930,0.3,0.3
31931,0.1,0.1
31932,0.0,0.0
31933,0.3,0.3
31934,0.2,0.2
31935,0.7,0.7
31936,0.1,0.1
31937,0.0,0.0
31938,0.3,0.3
31939,0.0,0.0
31940,0.0,0.0
31941,0.0,0.0
31942,0.0,0.0
31943,0.0,0.0
31944,0.2,0.2
31945,0.5,0.5
31946,0.2,0.2
31947,0.0,0.0
31948,0.2,0.2
31949,0.0,0.0
31950,0.0,0.0
31951,0.3,0.3
31952,0.2,0.2
31953,0.0,0.0
31954,0.4,0.4
31955,0.0,0.0
31956,0.1,0.1
31957,0.4,0.4
31958,0.1,0.1
31959,0.0,0.0
31960,0.0,0.0
31961,0.1,0.1
31962,0.1,0.1
31963,0.4,0.4
31964,0.0,0.0
31965,0.1,0.1
31966,0.1,0.1
31967,0.0,0.0
31968,0.5,0.5
31969,0.2,0.2
31970,0.4,0.4
31971,0.0,0.0
31972,0.1,0.1
31973,0.1,0.1
31974,0.0,0.0
31975,0.0,0.0
31976,0.1,0.1
31977,0.0,0.0
31978,0.4,0.4
31979,0.0,0.0
31980,0.1,0.1
31981,0.2,0.2
31982,0.0,0.0
31983,0.3,0.3
31984,0.0,0.0
31985,0.1,0.1
31986,0.5,0.5
31987,0.0,0.0
31988,0.6,0.6
31989,0.3,0.3
31990,0.0,0.0
31991,0.5,0.5
31992,0.2,0.2
31993,0.4,0.4
31994,0.1,0.1
31995,0.4,0.4
31996,0.0,0.0
31997,0.0,0.0
31998,0.1,0.1
31999,0.1,0.1
32000,0.2,0.2
32001,0.1,0.1
32002,0.3,0.3
32003,0.3,0.3
32004,0.7,0.7
32005,0.0,0.0
32006,0.1,0.1
32007,0.6,0.6
32008,0.0,0.0
32009,0.0,0.0
32010,0.1,0.1
32011,0.2,0.2
32012,0.0,0.0
32013,0.3,0.3
32014,0.1,0.1
32015,0.2,0.2
32016,0.7,0.7
32017,0.0,0.0
32018,0.1,0.1
32019,0.2,0.2
32020,0.7,0.7
32021,0.1,0.1
32022,0.1,0.1
32023,0.1,0.1
32024,0.1,0.1
32025,0.3,0.3
32026,0.3,0.3
32027,0.0,0.0
32028,0.6,0.6
32029,0.0,0.0
32030,0.1,0.1
32031,0.1,0.1
32032,0.6,0.6
32033,0.0,0.0
32034,0.0,0.0
32035,0.1,0.1
32036,0.4,0.4
32037,0.1,0.1
32038,0.3,0.3
32039,0.3,0.3
32040,0.1,0.1
32041,0.6,0.6
32042,0.2,0.2
32043,0.3,0.3
32044,0.0,0.0
32045,0.1,0.1
32046,0.1,0.1
32047,1.0,1.0
32048,0.0,0.0
32049,0.0,0.0
32050,0.5,0.5
32051,0.0,0.0
32052,0.6,0.6
32053,0.0,0.0
32054,0.2,0.2
32055,0.0,0.0
32056,0.0,0.0
32057,0.0,0.0
32058,0.0,0.0
32059,0.2,0.2
32060,0.2,0.2
32061,0.2,0.2
32062,0.2,0.2
32063,0.1,0.1
32064,0.0,0.0
32065,0.1,0.1
32066,0.0,0.0
32067,0.0,0.0
32068,0.0,0.0
32069,0.7,0.7
32070,1.0,1.0
32071,0.6,0.6
32072,0.8,0.8
32073,0.0,0.0
32074,0.0,0.0
32075,0.0,0.0
32076,0.1,0.1
32077,0.1,0.1
32078,0.0,0.0
32079,0.0,0.0
32080,0.0,0.0
32081,0.5,0.5
32082,0.0,0.0
32083,0.1,0.1
32084,0.0,0.0
32085,0.1,0.1
32086,0.7,0.7
32087,0.1,0.1
32088,0.2,0.2
32089,0.3,0.3
32090,0.0,0.0
32091,0.3,0.3
32092,0.1,0.1
32093,0.0,0.0
32094,0.1,0.1
32095,0.9,0.9
32096,0.3,0.3
32097,0.3,0.3
32098,0.0,0.0
32099,0.2,0.2
32100,0.1,0.1
32101,0.4,0.4
32102,0.0,0.0
32103,0.1,0.1
32104,0.1,0.1
32105,0.1,0.1
32106,0.5,0.5
32107,0.1,0.1
32108,0.2,0.2
32109,0.1,0.1
32110,0.1,0.1
32111,0.1,0.1
32112,0.9,0.9
32113,0.2,0.2
32114,0.5,0.5
32115,0.1,0.1
32116,0.0,0.0
32117,0.6,0.6
32118,0.0,0.0
32119,0.5,0.5
32120,0.3,0.3
32121,0.4,0.4
32122,0.1,0.1
32123,0.0,0.0
32124,0.2,0.2
32125,0.0,0.0
32126,0.5,0.5
32127,0.5,0.5
32128,0.5,0.5
32129,0.0,0.0
32130,0.3,0.3
32131,1.1,1.1
32132,0.1,0.1
32133,0.0,0.0
32134,0.1,0.1
32135,0.2,0.2
32136,0.3,0.3
32137,0.1,0.1
32138,0.3,0.3
32139,0.1,0.1
32140,0.5,0.5
32141,0.1,0.1
32142,0.2,0.2
32143,0.0,0.0
32144,0.2,0.2
32145,0.1,0.1
32146,0.1,0.1
32147,0.0,0.0
32148,0.7,0.7
32149,0.1,0.1
32150,0.0,0.0
32151,0.0,0.0
32152,0.0,0.0
32153,0.1,0.1
32154,0.0,0.0
32155,0.0,0.0
32156,0.0,0.0
32157,0.0,0.0
32158,0.1,0.1
32159,0.9,0.9
32160,0.1,0.1
32161,0.4,0.4
32162,0.0,0.0
32163,0.1,0.1
32164,0.1,0.1
32165,0.2,0.2
32166,0.1,0.1
32167,0.1,0.1
32168,0.1,0.1
32169,0.1,0.1
32170,0.6,0.6
32171,0.0,0.0
32172,1.0,1.0
32173,0.2,0.2
32174,0.2,0.2
32175,0.3,0.3
32176,0.7,0.7
32177,0.2,0.2
32178,0.0,0.0
32179,0.2,0.2
32180,0.0,0.0
32181,0.2,0.2
32182,0.2,0.2
32183,0.4,0.4
32184,0.2,0.2
32185,0.3,0.3
32186,0.2,0.2
32187,0.3,0.3
32188,0.3,0.3
32189,0.4,0.4
32190,0.4,0.4
32191,0.0,0.0
32192,0.1,0.1
32193,0.1,0.1
32194,0.0,0.0
32195,0.0,0.0
32196,0.4,0.4
32197,0.0,0.0
32198,0.3,0.3
32199,0.7,0.7
32200,0.2,0.2
32201,0.1,0.1
32202,0.2,0.2
32203,0.4,0.4
32204,0.3,0.3
32205,0.1,0.1
32206,0.2,0.2
32207,0.8,0.8
32208,0.0,0.0
32209,0.0,0.0
32210,0.1,0.1
32211,0.0,0.0
32212,0.0,0.0
32213,0.1,0.1
32214,0.0,0.0
32215,0.4,0.4
32216,0.8,0.8
32217,0.0,0.0
32218,0.2,0.2
32219,0.1,0.1
32220,0.5,0.5
32221,0.6,0.6
32222,0.0,0.0
32223,0.2,0.2
32224,0.3,0.3
32225,0.4,0.4
32226,0.3,0.3
32227,0.2,0.2
32228,0.7,0.7
32229,0.0,0.0
32230,0.1,0.1
32231,0.5,0.5
32232,0.2,0.2
32233,0.1,0.1
32234,0.0,0.0
32235,0.2,0.2
32236,0.1,0.1
32237,0.9,0.9
32238,0.1,0.1
32239,0.0,0.0
32240,0.1,0.1
32241,0.7,0.7
32242,0.0,0.0
32243,0.1,0.1
32244,0.0,0.0
32245,0.1,0.1
32246,0.3,0.3
32247,0.0,0.0
32248,0.3,0.3
32249,0.1,0.1
32250,0.1,0.1
32251,0.2,0.2
32252,0.3,0.3
32253,0.1,0.1
32254,0.1,0.1
32255,0.2,0.2
32256,0.3,0.3
32257,0.0,0.0
32258,0.0,0.0
32259,0.1,0.1
32260,0.0,0.0
32261,0.1,0.1
32262,0.1,0.1
32263,0.0,0.0
32264,0.0,0.0
32265,0.4,0.4
32266,0.2,0.2
32267,0.1,0.1
32268,0.1,0.1
32269,0.4,0.4
32270,0.5,0.5
32271,0.6,0.6
32272,0.0,0.0
32273,0.3,0.3
32274,0.6,0.6
32275,0.1,0.1
32276,0.1,0.1
32277,0.1,0.1
32278,0.1,0.1
32279,0.0,0.0
32280,0.3,0.3
32281,0.9,0.9
32282,0.1,0.1
32283,0.1,0.1
32284,0.8,0.8
32285,0.3,0.3
32286,0.1,0.1
32287,0.0,0.0
32288,0.2,0.2
32289,0.6,0.6
32290,0.0,0.0
32291,0.1,0.1
32292,0.2,0.2
32293,0.5,0.5
32294,0.1,0.1
32295,0.0,0.0
32296,0.2,0.2
32297,0.4,0.4
32298,0.0,0.0
32299,0.1,0.1
32300,0.0,0.0
32301,0.1,0.1
32302,0.1,0.1
32303,0.1,0.1
32304,0.1,0.1
32305,0.1,0.1
32306,0.6,0.6
32307,0.1,0.1
32308,0.2,0.2
32309,0.4,0.4
32310,0.3,0.3
32311,0.0,0.0
32312,0.5,0.5
32313,0.1,0.1
32314,0.1,0.1
32315,0.1,0.1
32316,0.1,0.1
32317,0.0,0.0
32318,0.0,0.0
32319,0.2,0.2
32320,0.0,0.0
32321,0.3,0.3
32322,0.0,0.0
32323,0.8,0.8
32324,0.1,0.1
32325,0.3,0.3
32326,0.2,0.2
32327,0.0,0.0
32328,0.0,0.0
32329,0.1,0.1
32330,0.2,0.2
32331,0.1,0.1
32332,0.1,0.1
32333,0.0,0.0
32334,0.2,0.2
32335,0.0,0.0
32336,0.0,0.0
32337,0.1,0.1
32338,0.1,0.1
32339,0.5,0.5
32340,0.2,0.2
32341,0.3,0.3
32342,0.0,0.0
32343,0.7,0.7
32344,0.7,0.7
32345,0.1,0.1
32346,0.0,0.0
32347,0.3,0.3
32348,0.0,0.0
32349,0.3,0.3
32350,0.0,0.0
32351,0.6,0.6
32352,0.0,0.0
32353,0.0,0.0
32354,0.2,0.2
32355,0.1,0.1
32356,0.1,0.1
32357,0.5,0.5
32358,0.4,0.4
32359,0.3,0.3
32360,0.5,0.5
32361,0.0,0.0
32362,0.1,0.1
32363,0.0,0.0
32364,0.2,0.2
32365,0.0,0.0
32366,0.1,0.1
32367,0.4,0.4
32368,0.2,0.2
32369,0.1,0.1
32370,0.0,0.0
32371,0.0,0.0
32372,0.1,0.1
32373,0.1,0.1
32374,0.0,0.0
32375,0.1,0.1
32376,0.1,0.1
32377,0.1,0.1
32378,0.2,0.2
32379,0.1,0.1
32380,0.2,0.2
32381,0.0,0.0
32382,0.3,0.3
32383,0.3,0.3
32384,0.0,0.0
32385,0.0,0.0
32386,0.1,0.1
32387,0.5,0.5
32388,0.1,0.1
32389,0.0,0.0
32390,0.0,0.0
32391,0.3,0.3
32392,0.1,0.1
32393,0.5,0.5
32394,0.1,0.1
32395,0.4,0.4
32396,0.0,0.0
32397,0.2,0.2
32398,0.2,0.2
32399,0.7,0.7
32400,0.7,0.7
32401,0.1,0.1
32402,0.0,0.0
32403,0.0,0.0
32404,0.0,0.0
32405,0.3,0.3
32406,0.4,0.4
32407,0.1,0.1
32408,0.1,0.1
32409,0.2,0.2
32410,0.2,0.2
32411,0.1,0.1
32412,0.0,0.0
32413,0.1,0.1
32414,0.3,0.3
32415,0.0,0.0
32416,0.7,0.7
32417,0.2,0.2
32418,0.1,0.1
32419,0.2,0.2
32420,0.5,0.5
32421,0.1,0.1
32422,0.0,0.0
32423,0.0,0.0
32424,0.4,0.4
32425,0.7,0.7
32426,0.1,0.1
32427,0.3,0.3
32428,0.1,0.1
32429,0.6,0.6
32430,0.1,0.1
32431,0.5,0.5
32432,0.0,0.0
32433,0.2,0.2
32434,0.0,0.0
32435,0.4,0.4
32436,0.0,0.0
32437,0.1,0.1
32438,0.0,0.0
32439,0.2,0.2
32440,0.1,0.1
32441,0.2,0.2
32442,0.0,0.0
32443,0.1,0.1
32444,0.5,0.5
32445,0.0,0.0
32446,0.2,0.2
32447,0.1,0.1
32448,0.1,0.1
32449,0.0,0.0
32450,0.5,0.5
32451,0.0,0.0
32452,0.1,0.1
32453,0.4,0.4
32454,0.6,0.6
32455,0.3,0.3
32456,0.0,0.0
32457,0.1,0.1
32458,0.4,0.4
32459,0.1,0.1
32460,0.0,0.0
32461,0.0,0.0
32462,0.0,0.0
32463,0.4,0.4
32464,0.4,0.4
32465,0.1,0.1
32466,0.1,0.1
32467,0.2,0.2
32468,0.0,0.0
32469,0.0,0.0
32470,0.1,0.1
32471,0.1,0.1
32472,0.2,0.2
32473,0.0,0.0
32474,0.1,0.1
32475,0.5,0.5
32476,0.0,0.0
32477,0.0,0.0
32478,0.2,0.2
32479,0.0,0.0
32480,0.1,0.1
32481,0.1,0.1
32482,0.1,0.1
32483,0.2,0.2
32484,0.3,0.3
32485,0.1,0.1
32486,0.0,0.0
32487,0.4,0.4
32488,0.1,0.1
32489,0.4,0.4
32490,0.1,0.1
32491,0.7,0.7
32492,0.2,0.2
32493,0.0,0.0
32494,0.4,0.4
32495,0.5,0.5
32496,0.0,0.0
32497,0.2,0.2
32498,0.5,0.5
32499,0.1,0.1
32500,0.0,0.0
32501,0.9,0.9
32502,0.5,0.5
32503,0.0,0.0
32504,0.5,0.5
32505,0.0,0.0
32506,0.5,0.5
32507,0.0,0.0
32508,0.5,0.5
32509,0.1,0.1
32510,0.3,0.3
32511,0.3,0.3
32512,0.1,0.1
32513,0.3,0.3
32514,0.1,0.1
32515,0.3,0.3
32516,0.3,0.3
32517,0.0,0.0
32518,0.7,0.7
32519,0.4,0.4
32520,0.1,0.1
32521,0.0,0.0
32522,0.1,0.1
32523,0.1,0.1
32524,0.3,0.3
32525,0.5,0.5
32526,0.0,0.0
32527,0.3,0.3
32528,0.4,0.4
32529,0.0,0.0
32530,0.6,0.6
32531,0.0,0.0
32532,0.1,0.1
32533,0.9,0.9
32534,0.9,0.9
32535,0.0,0.0
32536,0.1,0.1
32537,0.8,0.8
32538,0.3,0.3
32539,0.0,0.0
32540,0.1,0.1
32541,0.1,0.1
32542,0.1,0.1
32543,0.0,0.0
32544,0.0,0.0
32545,0.6,0.6
32546,0.4,0.4
32547,0.1,0.1
32548,0.0,0.0
32549,0.1,0.1
32550,0.3,0.3
32551,0.1,0.1
32552,0.4,0.4
32553,0.0,0.0
32554,0.5,0.5
32555,0.0,0.0
32556,0.5,0.5
32557,0.0,0.0
32558,0.1,0.1
32559,0.1,0.1
32560,0.7,0.7
32561,0.0,0.0
32562,0.2,0.2
32563,0.9,0.9
32564,0.6,0.6
32565,0.0,0.0
32566,0.0,0.0
32567,0.1,0.1
32568,0.2,0.2
32569,0.4,0.4
32570,0.0,0.0
32571,0.5,0.5
32572,0.2,0.2
32573,0.0,0.0
32574,0.1,0.1
32575,0.0,0.0
32576,0.3,0.3
32577,0.0,0.0
32578,0.1,0.1
32579,0.5,0.5
32580,0.5,0.5
32581,0.1,0.1
32582,0.3,0.3
32583,0.1,0.1
32584,0.9,0.9
32585,0.2,0.2
32586,0.1,0.1
32587,0.1,0.1
32588,0.1,0.1
32589,0.0,0.0
32590,0.1,0.1
32591,0.1,0.1
32592,0.3,0.3
32593,0.1,0.1
32594,0.0,0.0
32595,0.1,0.1
32596,0.1,0.1
32597,0.0,0.0
32598,0.1,0.1
32599,0.1,0.1
32600,0.4,0.4
32601,0.0,0.0
32602,0.8,0.8
32603,0.0,0.0
32604,0.0,0.0
32605,0.1,0.1
